date,text,hashtags,sentiment,words
Sun Mar 18 16:24:36 +0000 2018,"faut prendre des risques dans la vie, et je m'y connais en politique étrangère, du coup j'ai mis toutes mes économies sur une défaite de poutine aux élections russes je le sens bien",NO HASHTAG,positif,"falloir,prendre,risque,vie,yu,connai,politique,étranger,coup,avoir,mettre,tout,économie,défaite,poutine,élection,russe,sentir,bien"
Sun Mar 18 16:24:34 +0000 2018,Bourrages d'urnes en Russie. #Poutine #Russie https://t.co/tS768IbvuI,"Poutine, Russie",neutre,"bourrage,urn,russie,poutin,russie"
Sun Mar 18 10:30:56 +0000 2018,"Вброс бюллетеней в Южно-Сахалинске, УИК №321. Осторожно — снимавший очень возмущен, лексика очень ненормативная
https://t.co/e4xfCQEVP4 https://t.co/KCIAqIEdBb",NO HASHTAG,neutre,"вброс,бюллетеней,в,южносахалинске,уик,№,321,осторожно,--,снимавший,очень,возмущен,лексика,очень,ненормативная"
Sun Mar 18 16:24:31 +0000 2018,@RaphaelMaat @LucasBarrand @alexandrelatsa Va en Russie et présente toi aux ultras nationalistes avec ta photo de profile Napoléon pour qu'on rigole  #Blyat ,NO HASHTAG,neutre,"raphaelmaat,lucasbarrand,alexandrelatsa,aller,russie,présent,ultra,nationaliste,photo,profil,napoléon,rigole,blyat"
Sun Mar 18 16:24:26 +0000 2018,@RenaudCamus @peyliac Agent Du FSB pour déstabiliser l Europe. La Russie qui a donné 12 millions € pour déstabiliser la France.,NO HASHTAG,positif,"renaudcamus,peyliac,agent,fsb,déstabiliser,europe,russie,avoir,donner,12,million,€,déstabiliser,france"
Sun Mar 18 16:24:26 +0000 2018,"@info_Rojava Puisque Poutine et Assad ont vendu Afrin, il n'y a aucune raison de tolérer plus longtemps leur présence à Hassaké et Qamishlo. Jetez les hors de ces villes.",NO HASHTAG,positif,"info_rojava,puisque,poutine,assad,vendre,afrin,yu,avoir,aucun,raison,tolérer,plus,longtemps,présence,hassaké,qamishlo,jeter,hors,ville"
Sun Mar 18 16:24:25 +0000 2018,"Quand le Gégé fait son devoir électoral en tant que citoyen russe, ça doit défriser la Propaganda Staffel des chaines d'infos en continue, dites, pressetituées. https://t.co/pUTvDMCF8r",NO HASHTAG,positif,"quand,gégé,faire,devoir,électoral,tant,citoyen,russe,ça,devoir,défriser,propaganda,staffel,chaine,info,continuer,dit,pressetitué"
Sun Mar 18 16:24:22 +0000 2018,"Présidentielle russe: Paris ne reconnaît pas le vote en Crimée La France a indiqué dimanche qu'elle ne reconnaissait pas la tenue de l'élection présidentielle russe en Crimée, quatre ans après l'annexion ""illégale"" de la péninsule ukrainienne par... https://t.co/BvxhsfiEaF",NO HASHTAG,neutre,"présidentielle,russe,pari,reconnaître,vote,crimé,france,avoir,indiquer,dimanche,reconnaître,tenir,élection,présidentiel,russe,crimer,quatre,an,après,annexion,illégal,péninsule,ukrainien"
Sun Mar 18 16:24:16 +0000 2018,"@OBerruyer  bonjour, Olivier , nos amis du déconex sont au courant que le Sieur Avakov interdit l'accès aux bureaux de vote des résidents Russes?",NO HASHTAG,positif,"oberruyer,bonjour,olivier,ami,déconex,courir,sieur,avakov,interdire,accès,bureau,vote,résident,russe"
Sun Mar 18 16:24:16 +0000 2018,La répression des homosexuels en Russie https://t.co/NRPNIcDL5z,NO HASHTAG,neutre,"répression,homosexuel,russie"
Sun Mar 18 16:24:11 +0000 2018,"faut prendre des risques dans la vie, et je m'y connais en politiques, du coup j'ai mis toutes mes économies sur une défaite de poutine aux élections russes je le sens bien",NO HASHTAG,positif,"falloir,prendre,risque,vie,yu,connai,politique,coup,avoir,mettre,tout,économie,défaite,poutine,élection,russe,sentir,bien"
Sun Mar 18 14:37:26 +0000 2018,"@MarcelinoF54 Attends je réfléchis 
Donc Macronet croit le grand Poutine capable d’empoisonner un mec, dans un pays étranger, quelques jours avant les élections???
Tu as raison, quelque chose ne tourne pas rond chez lui ",NO HASHTAG,positif,"marcelinof54,attend,réfléchir,donc,macronet,croire,grand,poutine,capable,dempoisonner,mec,pays,étranger,quelque,jour,avant,élection,raison,quelque,chose,tourn,rond,chez"
Sun Mar 18 16:25:56 +0000 2018,Fraudes et bourrages d'urnes ...   #Невыборы2018 #РФ #Россия #Russie #Russia #Москва https://t.co/8m1E9DVfRn,"Невыборы2018, РФ, Россия, Russie, Russia, Москва",neutre,"fraude,bourrage,urne,невыборы2018,рф,россия,russie,russia,москва"
Sun Mar 18 16:23:53 +0000 2018,"Видеонаблюдатели зафиксировали вброс на УИК №1726.

#Забастовка #НеВыборы2018 #НеГолосую https://t.co/9UFAIZAVGn","Забастовка, НеВыборы2018, НеГолосую",neutre,"видеонаблюдатели,зафиксировали,вброс,на,уик,№,1726,забастовка,невыборы2018,неголосую"
Sun Mar 18 08:01:26 +0000 2018,Le Sénat étatsunien menace la Russie de sanctions en cas de vente de S-400 à des pays étrangers (FNA) https://t.co/3hls1FR6EY https://t.co/OycuO1clrj,NO HASHTAG,neutre,"sénat,étatsunien,menacer,russie,sanction,cas,vente,s400,pays,étranger,fna"
Sun Mar 18 16:26:00 +0000 2018,"@Pierrellyon C'est con,l'abstention était notre seul moyen de voir et mesurer la tension/popularité de Poutine.",NO HASHTAG,positif,"pierrellyon,être,conl',abstention,seul,moyen,voir,mesurer,tension,/,popularité,poutine"
Sun Mar 18 16:25:57 +0000 2018,La blague du jour avec l'humoriste Mariani. https://t.co/KmG1O9PsEB,NO HASHTAG,neutre,"blague,jour,humoriste,mariani"
Sun Mar 18 16:25:54 +0000 2018,C’est vrai que la France est un pays exemplaire et parfait en tout point.  https://t.co/3yWT4Daw6f,NO HASHTAG,positif,"cest,vrai,france,pays,exemplaire,parfaire,tout,point"
Sun Mar 18 16:25:51 +0000 2018,"@zebodag @VaeVix @ThomasBenony @Ozixh @TraderPhil1 Quand tu es expert en géopolitique, contexte électoral russe, organisation du fsb, rapport hiérarchique de la chancellerie française, poison militaire et psychologie à distance, la réponse à cette énigme triviale est relativement simple!",NO HASHTAG,positif,"zebodag,vaevix,thomasbenony,ozixh,traderphil1,quand,expert,géopolitique,contexte,électoral,russe,organisation,fsb,rapport,hiérarchique,chancellerie,français,poison,militaire,psychologie,distance,réponse,énigme,trivial,relativement,simple"
Sun Mar 18 16:25:49 +0000 2018,"La Russie apparaît à maints égards comme le grand vainqueur de la guerre qui déchire la Syrie depuis 2011. Au prix d'un carnage humanitaire, Moscou a ainsi signé à la face du monde son grand retour sur la scène internationale en obtenant une série de s... https://t.co/14vBv6JJG9 https://t.co/UyL1rk0HSZ",NO HASHTAG,positif,"russie,apparaître,maint,égard,comme,grand,vainqueur,guerre,déchir,syri,depuis,2011,prix,carnage,humanitaire,moscou,avoir,ainsi,signer,face,monde,grand,retour,scène,international,obtenir,série"
Sun Mar 18 16:25:49 +0000 2018,"""Notre destin se joue avec la Russie et certainement pas contre"" https://t.co/5sJmjg9M17",NO HASHTAG,neutre,"destin,jou,russie,certainement,contrer"
Sun Mar 18 16:25:48 +0000 2018,@charledarc @DuncanElora @bernardsala @JRochedy Faux . Un referendum a ete fait. Il n a pas ete respecte! Point a la ligne! Democratie mon cul. C est pas Poutine qui fait la lecon sur la democratie. Justement. Ton argument ne tient pas.,NO HASHTAG,positif,"charledarc,duncanelora,bernardsala,jrochedy,faux,referendum,avoir,ete,faire,avoir,ete,respect,point,avoir,ligne,democratie,cul,poutine,faire,lecon,democratie,justement,argument,tenir"
Sun Mar 18 16:25:44 +0000 2018,Avertissement sur la chaîne télévisée publique russe : la profession de traître nuit gravement à la santé - https://t.co/2e7KJhtIZG,NO HASHTAG,positif,"avertissement,chaîne,téléviser,public,russe,profession,traître,nuit,gravement,santé"
Sun Mar 18 16:25:39 +0000 2018,Présidentielle en Russie : l'opposition et une ONG dénoncent plus d'un millier d'irrégularités lors du scrutin https://t.co/D6zcPJfBas via @franceinfo,NO HASHTAG,positif,"présidentiel,russie,opposition,ong,dénoncer,plus,millier,irrégularité,lors,scrutin,via,franceinfo"
Sun Mar 18 09:07:18 +0000 2018,Un peu de bourrage des urnes en #Tchétchénie semble-t-il... #présidentielle #Russie https://t.co/Z7wQXRaPwt,"Tchétchénie, présidentielle, Russie",negatif,"peu,bourrage,urn,tchétchénie,sembletil,présidentiel,russie"
Sun Mar 18 08:19:17 +0000 2018,"Как набираются проценты за Путина и явка в Чечне

УИК № 137 Чеченская республика. село Илсхан-Юрт.

Мужик (в светлом) просто ходит по участку и спокойно заносит один за одним бюллетени в урну. https://t.co/MgUpoDnUBi",NO HASHTAG,neutre,"как,набираются,проценты,за,путина,и,явка,в,чечне,уик,№,137,чеченская,республика,село,илсханюрт,мужик,в,светлом,просто,ходит,по,участку,и,спокойно,заносит,один,за,одним,бюллетени,в,урну"
Sun Mar 18 16:25:34 +0000 2018,"Accusations de fraude en Russie: les images surréalistes partagées par Alexeï Navalny, l'opposant n°1 à Poutine https://t.co/zHXFKVa8tF",NO HASHTAG,positif,"accusation,frauder,russie,image,surréaliste,partager,alexeï,navalny,opposer,°,1,poutine"
Sun Mar 18 16:25:34 +0000 2018,@AlainSoralOffic @EetR_National ca bouge de plus en plus faudrai que la russie montre un peu plus les dents,NO HASHTAG,positif,"alainsoraloffic,eetr_national,ca,bouge,plus,plus,faudrai,russie,montrer,peu,plus,dent"
Sun Mar 18 16:25:23 +0000 2018,Affaire Skripal. Londres doit être ferme face à Poutine https://t.co/48nBivRxMe,NO HASHTAG,positif,"affaire,skripal,londr,devoir,être,ferme,face,poutine"
Sun Mar 18 09:14:20 +0000 2018,@fandetv @a_bellanger @rafftho @francoisgapihan Et Jean-Pierre Thomas aurait pu ajouter que les russes ont un niveau d'éducation bien supérieur à celui de la France... (voir statistiques de l'OCDE ) #Russie,NO HASHTAG,positif,"fandetv,a_bellanger,rafftho,francoisgapihan,jeanpierre,thomas,pouvoir,ajouter,russe,niveau,éducation,bien,supérieur,celui,france,voir,statistique,ocde,russie"
Sun Mar 18 16:25:15 +0000 2018,Le pognon et la cruauté mises à part il ne connaît rien de la vie !... https://t.co/2vmyrb8tu1,NO HASHTAG,neutre,"pognon,cruauté,mise,part,connaître,rien,vie"
Sun Mar 18 16:25:14 +0000 2018,"@VIEUILLEJCharle @claudecamille13 Les Russes ne sont pas dupes, Macron ne représente que lui-même pas la France...  ",NO HASHTAG,neutre,"vieuillejcharle,claudecamille13,russe,dupe,macron,représenter,luimême,france"
Sun Mar 18 16:25:14 +0000 2018,"@Chaoticien Pour les russes c’est de la démocratie, comme nous ils ont droit de voter et comme nous une fois fait de la fermer .... avec un zest de manifestation pas plus",NO HASHTAG,positif,"chaoticien,russe,cest,démocratie,comme,droit,voter,comme,fois,faire,fermer,zest,manifestation,plus"
Sun Mar 18 14:05:59 +0000 2018,"@PASCALPOINTUD @CMARTYLUSO1 tout ça  juste avant les élections russes ! Comme si elle pense avoir une quelconque influence et Macron qui suit comme une chevre
Qu'est ce qu'ils vont faire maintenant ? 
il paraît que l espion empoisonné voulait retourner en Russie 
Alors à qui profite le crime ?",NO HASHTAG,positif,"pascalpointud,cmartyluso1,tout,ça,juste,avant,élection,russe,comme,si,penser,avoir,quelconque,influencer,macron,suivre,comme,chevre,être,aller,faire,maintenant,paraître,espion,empoisonner,vouloir,retourner,russie,alors,profiter,crime"
Sun Mar 18 10:56:10 +0000 2018,"Vladimir Poutine il va arriver comme ça ce soir après "" son élection par les Russes !!! https://t.co/XztSgcnBhB",NO HASHTAG,positif,"vladimir,poutine,aller,arriver,comme,ça,soir,après,élection,russe"
Sun Mar 18 16:25:06 +0000 2018,"Poutine prêt au sacre des urnes, l'opposition crie à la fraude https://t.co/yws6yZsKrT https://t.co/WaTODFKwyW",NO HASHTAG,neutre,"poutine,prêt,sacr,urne,opposition,cri,frauder"
Sun Mar 18 16:25:06 +0000 2018,Suivez en direct l’élection présidentielle en Russie https://t.co/thCGUmew2a https://t.co/cNt553P08t,NO HASHTAG,positif,"suivre,direct,lélection,présidentiel,russie"
Sun Mar 18 16:25:06 +0000 2018,via @PerilofAfrica  Suivez en direct l’élection présidentielle en Russie https://t.co/QQWAfE9VCc https://t.co/30xsyeHd8p,NO HASHTAG,positif,"via,perilofafrica,suivre,direct,lélection,présidentiel,russie"
Thu Mar 15 15:04:38 +0000 2018,L'occasion est bien trop belle ! #Bouffon Occupe toi plutôt des filières djihadistes et des banlieues sclérosées par le crime en France ! #MacronPiegeACons  https://t.co/xLrG3t3Q5o,Bouffon,positif,"occasion,bien,trop,bel,bouffon,occuper,plutôt,filière,djihadist,banlieue,scléroser,crim,france,macronpiegeacon"
Thu Mar 15 11:06:39 +0000 2018,"Ex-espion russe: #Macron annoncera des mesures ""dans les prochains jours"" ►►https://t.co/319JQMRGnB https://t.co/k81v0V1ObD",Macron,neutre,"exespion,russe,macron,annoncer,mesure,prochain,jour"
Sat Mar 17 16:21:17 +0000 2018,"Trolls, faites de votre passion un métier. 
Nos formations (seulement en Russe) https://t.co/epPkJdek52",NO HASHTAG,positif,"troll,fait,passion,métier,formation,seulement,russe"
Sun Mar 18 16:27:12 +0000 2018,"De 2000 à aujourd’hui, la mainmise électorale de Poutine et de Russie unie https://t.co/Q42PItUwbs",NO HASHTAG,neutre,"2000,aujourdhui,mainmise,électoral,poutine,russi,unir"
Sun Mar 18 16:27:10 +0000 2018,@franceinfo La Chine les Russes les Emirats etc.. vont racheter le bien public ont pas laisser faire sans rien,NO HASHTAG,positif,"franceinfo,chiner,russe,emirat,etc,aller,racheter,bien,public,laisser,faire,sans,rien"
Sun Mar 18 16:27:04 +0000 2018,L’ambassade russe sur l’affaire Skripal: «Nous avons impérativement besoin de Poirot» https://t.co/JWlnijoW8G,NO HASHTAG,neutre,"lambassad,russe,laffair,skripal,«,impérativemer,besoin,poirot,»"
Sun Mar 18 16:27:05 +0000 2018,"#Russie sans être  pro #poutine heureusement que le monde entier n'est pas pro atlantiste . @ARTEfr votre soft power est franchement épuisant . Et à quand le docu : ""Comment les entreprises et le pouvoir français déstabilisent l'#Afrique"" ?","Russie, poutine",positif,"russie,sans,être,pro,poutine,heureusement,monde,entier,être,pro,atlantiste,artefr,soft,power,franchement,épuiser,quand,docu,comment,entreprise,pouvoir,français,déstabiliser,afrique"
Fri Mar 16 08:48:58 +0000 2018,"Emmanuel Macron préfère rompre le dialogue avec la Russie, mais le poursuivre avec l'Arabie Saoudite ou la Turquie ! ",NO HASHTAG,neutre,"emmanuel,macron,préférer,rompre,dialogue,russie,poursuivre,arabie,saoudite,turquie"
Sun Mar 18 16:26:58 +0000 2018,"Si tu étais français, tu dirais la même chose j'espère... https://t.co/SLQBQGeFTR",NO HASHTAG,neutre,"si,français,dirai,chose,espérer"
Sun Mar 18 16:26:55 +0000 2018,"@KakkEto @LEXPRESS @Russia @KremlinRussia_E @SputnikInt @sputnik_fr Présidentielle en Russie : l'opposition et une ONG dénoncent plus d'un millier d'irrégularités lors du scrutin

https://t.co/PlqMZ9ejOr…",NO HASHTAG,positif,"kakketo,lexpres,russia,kremlinrussia_e,sputnikint,sputnik_fr,présidentiel,russie,opposition,ong,dénoncer,plus,millier,irrégularité,lors,scrutin"
Sun Mar 18 16:26:55 +0000 2018,"@CarpeDiem2216 @heliotrope4 #Poutine quatrième mandat dictature
#Merkel quatrième mandat démocratie
Pour les médias tout est dans la nuance","Poutine, Merkel",neutre,"carpediem2216,heliotrope4,poutine,quatrième,mandat,dictature,merkel,quatrième,mandat,démocratie,média,tout,nuance"
Sun Mar 18 16:26:54 +0000 2018,Premier vote en Crimée pour une élection présidentielle russe https://t.co/7jrJFXhkfa,NO HASHTAG,neutre,"premier,vote,crimé,élection,présidentiel,russe"
Sun Mar 18 16:26:53 +0000 2018,"SCOOP ! de source bien informé , le traître espion russe aurait été assassiné par James Bond , sur ordre de M ...",NO HASHTAG,positif,"scoop,source,bien,informer,traître,espion,russe,assassiner,jamer,bond,ordre"
Sun Mar 18 16:26:44 +0000 2018,Pourquoi les Russes votent-ils plus activement en 2018 qu’en 2012? https://t.co/RkN6waohHZ https://t.co/khVMVm2YsL,NO HASHTAG,positif,"pourquoi,russe,votentils,plus,activement,2018,quen,2012"
Sun Mar 18 16:26:43 +0000 2018,"‼️ Nous voudrions coopérer sur cette question avec la Russie dans les prochains jours», a indiqué M.Johnson ( Ministre des Affaires étrangères) ‼️
@EmmanuelMacron se joint à eux ou il n’a toujours aucun doute ?
#JeDemande  https://t.co/jdnITFwnV6",NO HASHTAG,neutre,"‼️,voudrion,coopérer,question,russie,prochain,jour,»,avoir,indiquer,mjohnson,ministre,affaire,étranger,‼️,emmanuelmacron,joint,na,toujours,aucun,doute,jedemand"
Sun Mar 18 16:26:43 +0000 2018,"@Pozny Tu donnes ton nom, en russe. La traduction que google me donne varie selon les langues. D'où mon intérêt. En ce qui concerne mon nom, oui, c'est mon vrai nom.",NO HASHTAG,positif,"pozny,donn,nom,russe,traduction,google,donner,vari,selon,langue,où,intérêt,concerner,nom,oui,être,vrai,nom"
